n,time[ms]
1,8.31805e+06
101,7.7882e+06
201,8.45422e+06
301,8.2675e+06
401,8.20743e+06
501,7.98517e+06
601,8.15505e+06
701,7.80683e+06
801,7.65427e+06
901,7.49414e+06
