n,time[ms]
1,23.2
101,20.3
201,22.2
301,20.7
401,18.5
501,26.3
601,18.7
701,18.4
801,18.8
901,20.1
1001,19.2
1101,23.1
1201,16.3
1301,17.7
1401,17
1501,17
1601,21
1701,17.4
1801,24.1
1901,19.3
2001,23.5
2101,18.5
2201,735
2301,82.3
2401,25.1
2501,20.3
2601,21.4
2701,23.5
2801,21.9
2901,19.2
3001,19.8
3101,24.9
3201,21.5
3301,19.3
3401,19.9
3501,19.1
3601,24.9
3701,21.6
3801,21
3901,54.9
4001,20
4101,25.7
4201,21.4
4301,19.8
4401,21.5
4501,20.6
4601,24.3
4701,19.7
4801,23.6
4901,20.9
