n,time[ms]
1,21.2
101,18.1
201,18
301,18.3
401,18
501,44.9
601,18.1
701,18
801,18
901,21.5
1001,18.8
1101,18
1201,18.6
1301,24.1
1401,27.6
1501,22.6
1601,22.9
1701,24.2
1801,22.7
1901,23.3
2001,22.7
2101,30.4
2201,22.6
2301,22.2
2401,24.6
2501,22.7
2601,22.8
2701,23.5
2801,23.9
2901,22.3
3001,22.6
3101,22.5
3201,24.3
3301,22.3
3401,23
3501,22.4
3601,24.3
3701,22.3
3801,83.4
3901,25.3
4001,22.5
4101,24
4201,22.8
4301,106.6
4401,18.2
4501,19
4601,19.6
4701,24.8
4801,20.9
4901,22.4
